"日期","应用名称","广告类型","DAU","DEU","渗透率","应用请求","应用填充","应用填充率","竞价请求","竞价响应","竞价响应率","竞价胜出率","请求","填充","填充率","广告Ready率","查询 isReady","查询Ready率","展示","展示 / DAU","展示 / DEU","展示率","点击","点击率","eCPM","eCPC","预估收入","ARPDAU(￠)","ARPDEU(￠)"
"2026-07-15 (三)","安卓_Loklok-MovieTV","插屏","12","-","-","26","-","-","52","-","-","-","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-MovieTV","横幅","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_LOKTV - luma","横幅","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_LOKTV - luma","插屏","3","-","-","-","-","-","-","-","-","-","-","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_LOKTV - luma","激励视频","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_LOKTV - luma","开屏","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_Loklok - nora","横幅","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_Loklok - nora","插屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_Loklok - nora","原生","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_Loklok - nora","激励视频","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_Loklok - nora","开屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - solis","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - solis","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - solis","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - solis","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - solis","开屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV - quant","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV - quant","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV - quant","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV - quant","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV - quant","开屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Loklok - quban","横幅","12,501","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Loklok - quban","插屏","12,501","-","-","-","-","-","-","-","-","-","-","-","-","-","138,459","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Loklok - quban","原生","12,501","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Loklok - quban","激励视频","12,501","-","-","-","-","-","-","-","-","-","-","-","-","-","48,720","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Loklok - quban","开屏","12,501","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - galvo","横幅","31,788","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - galvo","插屏","31,788","-","-","-","-","-","-","-","-","-","-","-","-","-","17,777,481","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - galvo","原生","31,788","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - galvo","激励视频","31,788","-","-","-","-","-","-","-","-","-","-","-","-","-","103,074","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - galvo","开屏","31,788","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_PikCube - kelvin","横幅","8,915","-","-","21","-","-","21","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_PikCube - kelvin","插屏","8,915","-","-","4","-","-","-","-","-","-","-","-","-","-","3,499","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_PikCube - kelvin","原生","8,915","-","-","82","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_PikCube - kelvin","激励视频","8,915","-","-","471","-","-","-","-","-","-","-","-","-","-","150,504","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_PikCube - kelvin","开屏","8,915","-","-","-","-","-","-","-","-","-","-","-","-","-","153,473","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_LOKTV - sento","激励视频","1,314","358","27.25%","3,206","3,056","95.32%","-","10,641","-","-","-","-","-","98.66%","2,940","61.16%","-","-","-","-","-","-","-","-","-","0.31","1.13"
"2026-07-14 (二)","安卓_LOKTV - sento","插屏","1,314","304","23.14%","2,789","2,522","90.43%","14,661","-","-","-","4,057","-","-","-","469","3.20%","1,042","0.79","3.43","-","-","-","$1.94","-","$2.03","0.15","0.65"
"2026-07-14 (二)","安卓_LOKTV - sento","开屏","1,314","306","23.29%","1,339","1,115","83.27%","-","-","-","-","-","-","-","-","923","64.68%","-","-","-","-","177","-","-","-","-","0.08","0.35"
"2026-07-14 (二)","安卓_LOKTV - sento","横幅","1,314","535","40.72%","16,198","9,592","59.22%","-","-","-","-","-","9,634","-","-","-","-","-","-","-","-","-","-","-","-","-","0.06","0.15"
"2026-07-14 (二)","iOS_MovieBox - opal","激励视频","45,216","26,165","57.87%","622,454","260,758","41.89%","4,589,055","-","-","-","1,225,617","-","-","98.78%","292,415","78.51%","89,375","1.98","3.42","-","-","-","$4.66","-","$416.77","0.91","1.58"
"2026-07-14 (二)","iOS_MovieBox - opal","开屏","45,216","33,149","73.31%","84,670","79,400","93.78%","-","-","-","-","-","133,788","-","-","157,343","63.28%","-","-","-","-","-","-","-","-","-","0.32","0.43"
"2026-07-14 (二)","iOS_MovieBox - opal","插屏","45,216","16,232","35.90%","817,414","243,426","29.78%","-","859,979","-","-","-","-","-","-","94,674","78.54%","-","-","-","-","-","-","-","-","-","0.29","0.80"
"2026-07-14 (二)","iOS_MovieBox - opal","横幅","45,216","36,406","80.52%","1,047,413","679,214","64.85%","-","-","-","-","-","-","-","-","1,598,312","61.26%","-","-","-","-","5,029","-","-","-","-","0.06999999999999999","0.09"
"2026-07-14 (二)","iOS_MovieBox - opal","原生","45,216","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Loktv - zeptr","激励视频","61,858","34,983","56.55%","982,039","371,388","37.82%","5,118,347","-","-","-","1,584,506","-","-","-","861,450","77.51%","169,731","2.74","4.85","-","-","-","$4.05","-","$688.05","1.09","1.93"
"2026-07-14 (二)","iOS_Loktv - zeptr","插屏","61,858","30,062","48.60%","967,899","386,789","39.96%","-","1,341,856","-","-","-","-","-","-","1,755,804","78.37%","-","-","-","-","-","-","-","-","-","0.49","1.01"
"2026-07-14 (二)","iOS_Loktv - zeptr","开屏","61,858","40,515","65.50%","91,713","87,006","94.87%","-","-","-","-","-","108,536","-","-","76,819","100.00%","-","-","-","-","-","-","-","-","-","0.33","0.50"
"2026-07-14 (二)","iOS_Loktv - zeptr","横幅","61,858","43,058","69.61%","633,093","522,849","82.59%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4,537","-","-","-","-","0.08","0.12"
"2026-07-14 (二)","iOS_Loktv - zeptr","原生","61,858","-","-","17,506,208","-","-","434,656","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV –  veylor","横幅","16,119","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV –  veylor","插屏","16,119","-","-","-","-","-","-","-","-","-","-","-","-","-","215,355","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV –  veylor","原生","16,119","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV –  veylor","激励视频","16,119","-","-","-","-","-","-","-","-","-","-","-","-","-","88,594","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_LOKTV –  veylor","开屏","16,119","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Loktv - vp","激励视频","6,746","24,864","368.57%","430,193","260,217","60.49%","2,434,974","-","-","-","1,584,162","-","-","-","12,683,046","44.21%","127,149","18.85","5.11","-","-","-","$3.44","-","$437.90","6.370000000000001","1.73"
"2026-07-14 (二)","iOS_Loktv - vp","插屏","6,746","20,776","307.98%","403,272","199,333","49.43%","-","813,232","-","-","-","-","-","-","891,294","74.02%","-","-","-","-","-","-","-","-","-","2.46","0.80"
"2026-07-14 (二)","iOS_Loktv - vp","开屏","6,746","30,580","453.31%","60,519","58,318","96.36%","-","-","-","-","-","87,486","-","-","55,634","99.99%","-","-","-","-","-","-","-","-","-","1.7000000000000002","0.37"
"2026-07-14 (二)","iOS_Loktv - vp","横幅","6,746","31,393","465.36%","974,720","533,315","54.71%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3,173","-","-","-","-","0.4","0.09"
"2026-07-14 (二)","iOS_Loktv - vp","原生","6,746","27,827","412.50%","504,746","258,400","51.19%","2,480,005","-","-","-","323,694","-","-","-","-","-","114,882","17.03","4.13","-","-","-","$0.09","-","$10.64","0.15","0.04"
"2026-07-14 (二)","iOS_MovieBox - nimbra","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - nimbra","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - nimbra","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - nimbra","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_MovieBox - nimbra","开屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","安卓_LOKTV - morph","激励视频","1,440,259","541,755","37.62%","11,563,432","4,468,756","38.65%","-","32,915,586","-","-","-","-","-","79.74%","8,290,028","39.69%","-","-","-","-","-","-","-","-","-","0.18","0.48"
"2026-07-14 (二)","安卓_LOKTV - morph","插屏","1,440,259","461,961","32.07%","7,515,366","3,823,619","50.88%","66,942,287","-","-","-","47,112,421","-","-","-","975,634","12.41%","1,560,966","1.08","3.38","-","-","-","$1.74","-","$2,709.62","0.16","0.51"
"2026-07-14 (二)","安卓_LOKTV - morph","开屏","1,440,259","433,508","30.10%","1,337,504","1,163,034","86.96%","-","-","-","-","-","-","-","-","1,079,476","63.31%","-","-","-","-","244,990","-","-","-","-","0.06999999999999999","0.25"
"2026-07-14 (二)","安卓_LOKTV - morph","横幅","1,440,259","739,397","51.34%","26,089,901","15,200,246","58.26%","-","-","-","-","-","15,285,342","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.04"
"2026-07-14 (二)","iOS_LokTV - aura","激励视频","2,936","1,555","52.96%","12,465","10,653","85.46%","-","-","-","-","-","-","-","-","10,505","85.28%","-","-","-","-","3,352","-","-","-","-","0.45999999999999996","0.87"
"2026-07-14 (二)","iOS_LokTV - aura","插屏","2,936","1,501","51.12%","14,122","12,343","87.40%","-","-","-","-","-","12,349","-","-","29,139","71.53%","-","-","-","-","-","-","-","-","-","0.36","0.70"
"2026-07-14 (二)","iOS_LokTV - aura","开屏","2,936","1,892","64.44%","4,091","3,893","95.16%","-","20,269","-","-","-","-","-","-","3,470","100.00%","-","-","-","-","-","-","-","-","-","0.29","0.44"
"2026-07-14 (二)","iOS_LokTV - aura","横幅","2,936","1,994","67.92%","23,470","19,096","81.36%","117,439","-","-","-","19,351","-","-","-","-","-","14,569","4.96","7.31","-","-","-","$0.08","-","$1.12","0.03","0.05"
"2026-07-14 (二)","iOS_LokTV - aura","原生","2,936","1,452","49.46%","83,594","23,020","27.54%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","-","-","-","-","0.01","0.03"
"2026-07-14 (二)","iOS_Moviebox - harbor","激励视频","134,751","84,255","62.53%","2,790,494","1,235,795","44.29%","-","-","-","-","-","1,618,302","-","-","959,571","70.31%","-","-","-","-","-","-","-","-","-","0.62","0.99"
"2026-07-14 (二)","iOS_Moviebox - harbor","插屏","134,751","87,428","64.88%","3,203,795","1,188,342","37.09%","-","-","-","-","-","-","-","-","5,860,483","44.40%","-","-","-","-","135,679","-","-","-","-","0.29","0.44"
"2026-07-14 (二)","iOS_Moviebox - harbor","开屏","134,751","64,879","48.15%","209,862","180,227","85.88%","1,396,620","-","-","-","928,631","-","-","-","107,396","100.00%","102,208","0.76","1.58","-","-","-","$1.35","-","$137.61","0.1","0.21"
"2026-07-14 (二)","iOS_Moviebox - harbor","横幅","134,751","97,496","72.35%","23,175,556","1,260,490","5.44%","-","1,949,342","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03","0.04"
"2026-07-14 (二)","iOS_Moviebox - harbor","原生","134,751","63,429","47.07%","3,924,791","654,734","16.68%","-","-","-","-","-","836,536","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-07-14 (二)","iOS_LokTV - nexa","激励视频","12,446","6,966","55.97%","133,672","74,054","55.40%","794,524","-","-","-","343,693","-","-","-","91,990","79.64%","32,861","2.64","4.72","-","-","-","$3.74","-","$122.77","0.97","1.73"
"2026-07-14 (二)","iOS_LokTV - nexa","插屏","12,446","5,878","47.23%","42,688","38,106","89.27%","-","182,191","-","-","-","-","-","-","124,093","80.39%","-","-","-","-","-","-","-","-","-","0.35000000000000003","0.73"
"2026-07-14 (二)","iOS_LokTV - nexa","开屏","12,446","7,815","62.79%","16,808","14,851","88.36%","-","-","-","-","-","23,801","-","-","13,315","100.00%","-","-","-","-","-","-","-","-","-","0.27999999999999997","0.45"
"2026-07-14 (二)","iOS_LokTV - nexa","横幅","12,446","8,462","67.99%","126,145","103,450","82.01%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","771","-","-","-","-","0.06","0.08"
"2026-07-14 (二)","iOS_LokTV - nexa","原生","12,446","5,378","43.21%","779,153","98,913","12.69%","2,474,792","-","-","-","108,446","-","-","-","-","-","11,967","0.96","2.23","-","-","-","$0.12","-","$1.39","0.01","0.03"
"2026-07-14 (二)","iOS_LοkΤV - velo","激励视频","87","46","52.87%","1,280","332","25.94%","-","-","-","-","-","452","-","-","212","95.75%","-","-","-","-","-","-","-","-","-","0.8099999999999999","1.52"
"2026-07-14 (二)","iOS_LοkΤV - velo","开屏","87","52","59.77%","98","92","93.88%","784","-","-","-","381","-","-","-","81","100.00%","77","0.89","1.48","-","-","-","$2.75","-","$0.21","0.27999999999999997","0.46"
"2026-07-14 (二)","iOS_LοkΤV - velo","插屏","87","29","33.33%","292","203","69.52%","1,391","-","-","-","-","-","-","-","418","88.04%","-","-","-","-","22","-","-","-","-","0.22","0.67"
"2026-07-14 (二)","iOS_LοkΤV - velo","横幅","87","50","57.47%","628","567","90.29%","-","1,365","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.06999999999999999","0.13"
"2026-07-14 (二)","iOS_LοkΤV - velo","原生","87","44","50.57%","953","340","35.68%","-","-","-","-","-","438","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-07-14 (二)","安卓_LOKTV - lense","插屏","49,519","4,667","9.42%","51,956","36,992","71.20%","-","-","-","-","-","-","-","-","13,050","4.16%","-","-","-","-","6,389","-","-","-","-","0.05","0.54"
"2026-07-14 (二)","安卓_LOKTV - lense","开屏","49,519","8,130","16.42%","30,863","26,665","86.40%","135,320","-","-","-","73,879","-","-","-","21,832","52.90%","10,979","0.22","1.35","-","-","-","$2.09","-","$23.00","0.05","0.29"
"2026-07-14 (二)","安卓_LOKTV - lense","激励视频","49,519","3,899","7.87%","52,036","30,428","58.47%","-","-","-","-","-","53,244","-","60.07%","62,252","25.20%","-","-","-","-","-","-","-","-","-","0.03","0.42"
"2026-07-14 (二)","安卓_LOKTV - lense","横幅","49,519","6,054","12.23%","93,044","53,699","57.71%","-","84,064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02"
"2026-07-14 (二)","安卓_LOKTV - lense","原生","49,519","-","-","6,276","18","0.29%","-","-","-","-","-","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-14 (二)","iOS_Moviebox - chroma","激励视频","10,542","5,757","54.61%","188,945","92,613","49.02%","-","263,467","-","-","-","121,547","-","-","70,566","63.83%","-","-","-","-","-","-","-","-","-","0.41000000000000003","0.75"
"2026-07-14 (二)","iOS_Moviebox - chroma","插屏","10,542","6,162","58.45%","213,331","91,389","42.84%","-","-","-","-","-","-","-","-","420,025","43.01%","-","-","-","-","9,893","-","-","-","-","0.2","0.35"
